,kpkv,year,name_eng,name_ukr,m_1_plan,m_1_fact,m_1_nspend,m_2_plan,m_2_fact,m_2_nspend,m_3_plan,m_3_fact,m_3_nspend,m_4_plan,m_4_fact,m_4_nspend,m_5_plan,m_5_fact,m_5_nspend,m_6_plan,m_6_fact,m_6_nspend,m_7_plan,m_7_fact,m_7_nspend,m_8_plan,m_8_fact,m_8_nspend,m_9_plan,m_9_fact,m_9_nspend,m_10_plan,m_10_fact,m_10_nspend,m_11_plan,m_11_fact,m_11_nspend,m_12_plan,m_12_fact,m_12_nspend,Annual Plan
1574,301480,2019,"Implementation of the State Investment Project ""Restoration of Logistics Base and Objects of Infrastructure of SE of Ukraine"" International Children's Center ""Artek"" (expansion and reconstruction of the premises of the food block) ""","Реалізація державного інвестиційного проекту ""Відновлення матеріально-технічної бази та об'єктів інфраструктури ДП України ""Міжнародний дитячий центр ""Артек"" (розширення та реконструкція приміщень харчоблоку)""",0,0,0,0,0,0,0,0,0,500000,0,500000,500000,0,1000000,500000,0,1500000,0,0,1500000,0,994269.33,505730.67,2000000,0,2505730.67,2000000,2590800,1914930.67,2250000,0,4164930.67,2250000,6414930,0.6699999999,10000000
1575,301480,2020,"Implementation of the State Investment Project ""Restoration of Logistics Base and Objects of Infrastructure of SE of Ukraine"" International Children's Center ""Artek"" (expansion and reconstruction of the premises of the food block) ""","Реалізація державного інвестиційного проекту ""Відновлення матеріально-технічної бази та об'єктів інфраструктури ДП України ""Міжнародний дитячий центр ""Артек"" (розширення та реконструкція приміщень харчоблоку)""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1576,301490,2019,"Implementation of the State Investment Project ""Improvement of Functional Diagnosis Methods by Modernizing Technological Equipment for Improving the Quality of Medical Assistance""","Реалізація державного інвестиційного проекту ""Удосконалення методів функціональної діагностики шляхом модернізації технологічного обладнання для підвищення якості надання медичної допомоги""",0,0,0,0,0,0,0,0,0,1192500,0,1192500,1665300,2857800,0,1186700,1186700,0,1265500,1056200,209300,0,0,209300,0,0,209300,0,0,209300,0,209300,0,0,0,0,5310000
1577,301500,2019,"Implementation of the State Investment Project ""Reconstruction of the building of the State Enterprise"" National Center for Business and Cultural Cooperation ""Ukrainian House"" on the street. Khreshchatyk, 2, in Kyiv ""","Реалізація державного інвестиційного проекту ""Реконструкція будівлі Державного підприємства ""Національний центр ділового та культурного співробітництва ""Український дім"" на вул. Хрещатик, 2, в м. Києві""",0,0,0,0,0,0,0,0,0,573000,0,573000,100200,0,673200,578800,0,1252000,0,0,1252000,1265500,0,2517500,1031000,0,3548500,3000000,537168.18,6011331.82,3451500,0,9462831.82,0,3904818.54,3058013.28,10000000
1578,301500,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1579,301500,2021,"Implementation of the State Investment Project ""Reconstruction of the building of the State Enterprise"" National Center for Business and Cultural Cooperation ""Ukrainian House"" on the street. Khreshchatyk, 2, in Kyiv ""","Реалізація державного інвестиційного проекту ""Реконструкція будівлі Державного підприємства ""Національний центр ділового та культурного співробітництва ""Український дім"" на вул. Хрещатик, 2, в м. Києві""",0,0,0,0,0,0,0,0,0,520000,80387.14,439612.86,1110000,0,1549612.86,1080000,1189255.2,1440357.66,1220000,1299957.66,1360400,2360000,0,3720400,2349000,0,6069400,3750400,0,9819800,0,576919.2,9242880.8,6507200,4475611.34,11274469.46,18896600
2029,301510,2020,"Ensuring the readiness and response of health care institutions to the State Administration of Affairs to Accident Respiratory disease Covid-19 caused by the SARS-COV-2 coronavirus, and to provide medical assistance to patients with acute respiratory respiratory","Забезпечення готовності та реагування закладів охорони здоров'я Державного управління справами на спалахи гострої респіраторної хвороби COVID-19, спричиненої коронавірусом SARS-CoV-2, та для надання медичної допомоги пацієнтам з гострою респіраторною",,,,,,,,,,,,,,,,,,,0,0,0,41162200,4420900,36741300,0,12098801.3,24642498.7,0,1642756.46,22999742.24,10053000,8817642.5,24235099.74,0,24155143,79956.74,51215200
2162,301520,2021,Modernization of digital information-analytical systems,Модернізація цифрових інформаційно-аналітичних систем,82400,0,82400,164700,0,247100,411900,0,659000,3500000,0,4159000,3664700,0,7823700,3747100,0,11570800,3747100,0,15317900,3994200,3185340,16126760,7164800,0,23291560,10252900,0,33544460,13505700,3264764.1,43785395.9,19764500,59716481.27,3833414.63,70000000
2018,301700,2020,"Conducting anti -avail work aimed at preventing an emergency in the administrative house on the street. Bankova, 11, in Kyiv","Проведення протиаварійних робіт, спрямованих на запобігання виникненню надзвичайної ситуації в адміністративному будинку по вул. Банковій, 11, у м. Києві",,,,,,,,,,,,,0,0,0,522415,0,522415,550000,0,1072415,600000,0,1672415,68963,0,1741378,0,0,1741378,0,1715586,25792,0,0,92,1741378
2163,301820,2021,"Implementation of the State Investment Project ""Complex Diagnosis and Treatment",Реалізація державного інвестиційного проекту «Комплексна діагностика та лікування пацієнтів з важкими вірусними та вірусно-бактеріальними пневмоніями у дорослого населення на основі впровадження унікальних інноваційних технологій»,0,0,0,0,0,0,0,0,0,6500000,0,6500000,5000000,9500000,2000000,4800000,0,6800000,3500000,0,10300000,3500000,0,13800000,6690000,15621786,4868214,0,4389437.33,478776.67,0,0,478776.67,0,478500,276.67,29990000
2164,301830,2021,"Implementation of the State Investment Project ""Reconstruction of the Bloc"" B ""Beding Corps в„– 3 of the clinical hospital"" Feofania ""of the State Administration of Affairs on the street. Ak. Zabolotny, 21 in the Holosiivskyi district of Kyiv В»","Реалізація державного інвестиційного проекту «Реконструкція блока ""Б"" лікувального корпусу № 3 Клінічної лікарні ""Феофанія"" Державного управління справами по вул. Ак. Заболотного, 21 у Голосіївському районі м. Києва»",0,0,0,0,0,0,0,0,0,3500000,480000,3020000,5000000,144000,7876000,4589200,269494.99,12195705.01,5000000,0,17195705.01,5000000,0,22195705.01,10739400,16578804.42,16356300.59,25917200,29208808.33,13064692.26,42835300,15152928.23,40747064.03,128400200,165733773,3413491.01,230981300
1580,301840,2019,"Implementation of the State Investment Project ""Creation of the National Cultural and Art and Museum Complex"" Art Arsenal ""","Реалізація державного інвестиційного проекту ""Створення Національного культурно-мистецького та музейного комплексу ""Мистецький арсенал""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,4387500,612500,3843000,0,4455500,1500000,904530.55,5050969.45,1796500,2529937,4317532.45,1017500,1599204.06,3735828.39,6843000,10537927.39,40901,20000000
1581,301840,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1582,301840,2021,"Implementation of the State Investment Project ""Creation of the National Cultural and Art and Museum Complex"" Art Arsenal ""","Реалізація державного інвестиційного проекту ""Створення Національного культурно-мистецького та музейного комплексу ""Мистецький арсенал""",0,0,0,0,0,0,0,0,0,2389200,2389200,0,1779200,1779200,0,5920000,1579001.02,4340998.98,2669200,6974976.62,35222.36,1529200,1120058.8,444363.56,5000000,5444363.56,0,7000000,7000000,0,7221600,7221600,0,33177300,23220559.4,9956740.6,66685700
1827,301850,2020,"Implementation of the State Investment Project ""Improvement of Prevention, Diagnosis, Surgical Treatment","Реалізація державного інвестиційного проекту ""Удосконалення профілактики, діагностики, хірургічного лікування офтальмологічної патології у дорослого населення на основі впровадження інноваційних технологій""",0,0,0,0,0,0,0,0,0,1153600,0,1153600,1153600,0,2307200,1153600,0,3460800,1153600,0,4614400,1153600,4500616,1267384,2307200,1312020,2262564,3460900,5093326.8,630137.2,4614600,0,5244737.2,6921700,12147937.2,18500,23072400
48,301860,2018,Restoration and adaptation of the Mariinsky Palace in Kyiv,Реставрація та пристосування Маріїнського палацу в м. Києві,0,0,0,10700000,0,10700000,27350000,7279563.13,30770436.87,25350000,20259590.31,35860846.56,35350000,8257008.9,62953837.66,26350000,12431040.44,76872797.22,20000000,9622861.98,87249935.24,20000000,16861256.78,90388678.46,15000000,12107464.79,93281213.67,8000000,8020324.72,93260888.95,0,11573839.41,64430049.54,0,45333111.72,19096937.82,188100000
